Sample-ID	ERR494388	ERR494391	ERR494394	ERR494397	ERR494400	ERR494403	ERR494406	ERR494409	ERR494412	ERR494415	ERR494418	SRR3745301	SRR5178151	SRR5178152	SRR5178153	SRR5178154	SRR5178155	SRR5178157	SRR5178158	SRR5178159	SRR5178160	SRR5178161	SRR5178162	SRR5178163	SRR5178164	SRR5178165	SRR5178166	SRR5178167	SRR5178168	SRR5178169	SRR5178170	SRR5178171	ERR494349	ERR494352	ERR494355	ERR494358	ERR494361	ERR494364	ERR494367	ERR494370	ERR494373	ERR494376	ERR494379	ERR494382	ERR494385	SRR5178070	SRR5178071	SRR5178072	SRR5178073	SRR5178074	SRR5178075	SRR5178076	SRR5178077	SRR5178078	SRR5178079	SRR5178080	SRR5178081	SRR5178082	SRR5178083	SRR5178084	SRR5178085	SRR5178086	SRR5178087	SRR5178088	SRR5178089	SRR5178090	SRR5178091	SRR5178092	SRR5178093	SRR5178094	SRR5178095	SRR5178096	SRR5178097	SRR5178098	SRR5178099	SRR5178100	SRR5178101	SRR5178102	SRR5178103	SRR5178104	SRR5178105	SRR5178107	SRR5178108	SRR5178109	SRR5178110	SRR5178111	SRR5178112	SRR5178113	SRR5178114	SRR5178115	SRR5178116	SRR5178117	SRR5178118	SRR5178119	SRR5178120	SRR5178121	SRR5178122	SRR5178123	SRR5178124	SRR5178125	SRR5178126	SRR5178127	SRR5178128	SRR5178129	SRR5178130	SRR5178131	SRR5178132	SRR5178133	SRR5178134	SRR5178135	SRR5178136	SRR5178137	SRR5178138	SRR5178139	SRR5178140	SRR5178141	SRR5178142	SRR5178143	SRR5178144	SRR5178145	SRR5178146	SRR5178147	SRR5178148	SRR5178149	SRR5178150	SRR1745926	SRR1745927	SRR1745928	SRR1745929	SRR1745930	SRR1745931	SRR1745932	SRR1745933	SRR1745934	SRR1745935	SRR6239859	SRR6239860	SRR6239861	SRR6239862	SRR6239863	SRR6239864	SRR6239865	SRR6239866	SRR6239867	SRR6239868	SRR6239869	SRR6239870	SRR6239871	SRR6239872	SRR6239873	SRR6239874	SRR6239875	SRR6239876	SRR6239877	SRR6239878	SRR6239879	SRR6239880	SRR6239881	SRR6239882	SRR6239883	SRR6239884	SRR6239885	SRR6239886	SRR6239887	SRR6239888	SRR6239889	SRR6239890	SRR6239891	SRR6239892	SRR6239893	SRR6239894	SRR6239895	SRR6239896	SRR6239897	SRR6239898	SRR6239899	SRR6239900	SRR6239901	SRR6239902	SRR6239903	SRR6239904	SRR6239905	SRR6239906	SRR6239907	SRR6239908	SRR6239909	SRR6239910	SRR6239911	SRR6239912	SRR6239913	SRR6239914	SRR6239915	SRR6239916	SRR6239917	SRR6239918	SRR6239919	SRR6239920	SRR6239921	SRR6239922	SRR6239923	SRR6239924	SRR6239925	SRR5724716	SRR5724717	SRR5724718	SRR5724719	SRR5724720	SRR5724721	SRR5724722	SRR5724723	SRR5724724	SRR5724725	SRR5724726	SRR5724727	SRR5724728	SRR5724729	SRR5724730	SRR5724731	SRR5724732	SRR5724733	SRR5724734	SRR5724735	SRR5724736	SRR387669	SRR387670	SRR387937	SRR387938	SRR387939	SRR387940	SRR387941	SRR387942	SRR387943	SRR387944	SRR387945	SRR387946	SRR387947	SRR387948	SRR387949	SRR387950	SRR387951	SRR387952	SRR387953	SRR387954	SRR387955	SRR387956	SRR387957	SRR387958	SRR387959	SRR387960	SRR387961	SRR387962	SRR387963	SRR387964	SRR387965	SRR387966	SRR387967	SRR387968	SRR387969	SRR387970	SRR387971	SRR387972	SRR387973	SRR387974	SRR387975	SRR387976	SRR387977	SRR387978	SRR387979	SRR387980	SRR387981	SRR387982	SRR387983	SRR387984	SRR387985	SRR387986	SRR387987	SRR387988	SRR387989	SRR387990	SRR387991	SRR387992	SRR387993	SRR387994	SRR387995	SRR387996	SRR387997	SRR388000	SRR388001	SRR388004	SRR388005	SRR388008	SRR388009	SRR388012	SRR388013	SRR388016	SRR388017	SRR388020	SRR388021	SRR388024	SRR388025	SRR388028	SRR388029	SRR388032	SRR388033	SRR388036	SRR388037	SRR388040	SRR388041	SRR388044	SRR388045	SRR388048	SRR388049	SRR388052	SRR388053	SRR388056	SRR388057	SRR388060	SRR388061	SRR388064	SRR388065	SRR388068	SRR388069	SRR388072	SRR388073	SRR388076	SRR388077	SRR388081	SRR388082	SRR388085	SRR388086	SRR388089	SRR388090	SRR388093	SRR388094	SRR388097	SRR388098	SRR388101	SRR388102	SRR388105	SRR388106	SRR388109	SRR388110
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__Thermomonospora;s__Thermomonospora_chromogena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Coriobacteriia	0	56	1	5	3	1	4	1	1	0	60	0	1	1	0	0	0	4	1	1	0	0	0	0	0	6	0	1	0	1	1	2	0	22	14	16	1	3	0	10	0	0	3	11	53	0	0	0	3	0	0	0	1	2	0	1	2	0	4	0	1	7	12	1	1	1	0	2	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	3	0	3	4	1	2	0	0	1	0	0	12	0	0	2	0	3	3	0	0	1	0	2	1	0	0	0	3	0	1	1	1	0	0	2	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	124	340	9	42	20	17	1065	83	16	74	31	21	65	50	174	261	15	17	11	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	0	23	0	5	0	2	1	0	0	0	6	0	6	0	0	0	0	8	0	0	0	2	0	0	0	40	3	1	1	3	1	1	0	6	0	15	0	5	0	2	4	0	0	43	2	2	1	0	13	0	1	1	3	3	0	0	2	0	5	14	0	42	62	2	2	13	0	24	1	7	4	0	0	0	4	2	2	0	5	1	1	225	59	0	2	11	7	23	6	1	3	1	7	1	3	3	80	0	2	7	0	16	8	9	0	1	1	8	0	2	0	0	1	1	6	0	0	2	1	9	1	1	5	1	2	0	0	0	1	0	1	1	3	0	1	0	0	1	1	0	8	0	0	2	0	0	7	0	0	0	0	7	0	0	0	0	27	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	1	3	0	16	0	1	0	7	2	5	1	9	0	1	0	0	0	0	0	0	0	2	9	0	1031	907	3942	44	323	115	130	7236	374	43	668	196	115	813	499	1315	4398	60	55	60	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae	41	3567	3	175	468	144	328	0	8	68	1580	34	6	2	0	1	2	8	2	0	1	132	0	0	16	95	7	2	3	3	1	2	0	1416	440	14539	1	66	4	1085	320	0	50	8800	1476	9	0	2	18	0	15	0	132	7	2	50	2	1	6	361	0	67	109	4	6	112	4	97	9	10	3	0	0	0	7	11	24	1	9	7	19	397	25	5	5	48	8	47	34	0	1	7	74	3	31	122	346	0	165	16	4	22	19	556	1	0	2	93	3	2	0	0	1	9	19	0	2	2	6	12	0	7	8	37	35	0	0	1	1	1	0	3	9	0	3	2	2	4	381	0	299	1	49	11	4	42	207	3	5	40	2	4	7	2	19	0	75	303	0	20	11	183	39	13	13	0	0	2	5	3	0	33	12	531	6	0	18	1	64	412	8	621	0	23	5	304	89	120	2	23	26	31	3	7	0	3	0	7	3	17	293	1	5433	7703	46653	81	2352	804	131	116387	2113	621	2643	2987	269	4502	2068	11665	21652	70	29	179	2469	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	23	0	1	0	25	0	0	0	0	0	0	0	0	0	40	0	13	0	0	0	0	0	0	0	1	0	152	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	11	0	0	0	101	0	0	0	4	0	1	0	15	0	1	0	14	0	0	0	0	0	0	0	4	0	85	0	103	0	1	0	0	0	4	0	0	0	1	0	137	0	3	0	15	0	8	0	6	0	4	0	0	0	1	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium	0	2268	0	32	215	4	27	0	1	5	2225	43	8	34	4	5	2	19	1	2	1	520	0	6	13	80	21	3	10	2	5	0	1	454	206	670	0	1152	0	39	130	0	0	352	52	161	0	17	14	0	31	1	268	9	14	236	2	2	35	529	1	15	11	32	17	140	5	250	4	9	3	0	0	0	0	0	0	1	3	82	29	428	63	4	7	57	4	21	50	1	6	10	73	3	55	479	318	0	344	5	2	0	8	753	1	4	0	103	2	3	1	4	5	6	6	12	1	0	0	4	1	1	9	58	36	6	0	6	11	42	0	43	156	4	197	14	0	4	202	0	184	1	27	11	1	21	173	0	1	18	17	204	27	0	0	1	578	126	0	49	19	80	62	70	54	0	0	5	3	125	73	16	0	421	73	0	54	7	55	392	2	278	0	17	85	224	36	74	6	18	315	33	1	2	1	0	0	7	0	11	234	0	1596	51464	201535	10	11069	1312	54	13458	25154	2601	5831	8140	238	19695	6720	25426	51248	72	75	427	952	16	3	0	0	14	5	7	3	0	0	0	0	0	0	0	0	1	1	0	47	2	23	7	34	17	0	0	0	0	1	0	0	2	76	19	28	3	1	0	10	0	0	0	93	29	186	7	0	0	6	0	0	7	1	2	0	19	0	0	0	1	23	10	0	0	165	42	95	11	8	0	0	1	15	9	7	5	24	6	16	3	1	1	0	0	42	13	108	37	235	18	10	0	0	0	6	2	0	0	7	0	193	21	1	2	26	2	13	2	4	0	54	19	2	1	183	15	2	3
sk__Bacteria;k__;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium_minutum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium_parvulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium_rimae	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	21	0	2	289	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	213	0	8	0	1	14	16003	0	3	5	20	321	34	431	8225	0	8	60	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Libanicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	19	0	0	4	0	0	0	0	2	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella	1	43	0	12	0	0	0	0	0	2	14	16	8	0	0	0	2	18	2	0	0	1	1	10	5	1678	42	0	4	13	2	2	0	1	28	685	0	11	0	2	73	0	16	120	70	5	0	2	60	0	2	15	0	16	0	13	3	1	22	603	1	1195	1529	8	12	300	1	515	82	31	33	1	0	0	42	112	329	1	112	45	114	1229	25	2	25	513	131	474	143	0	9	17	207	57	35	75	1959	0	0	329	3	239	141	142	1	21	56	183	25	40	2	5	1	6	147	2	17	8	44	141	11	86	124	39	169	3	0	7	17	3	4	4	36	4	2	1	0	6	29	0	33	0	1	0	1	1	10	0	8	0	3	0	0	0	1	0	23	22	0	1	0	8	112	3	38	0	0	1	3	8	0	0	0	71	53	0	2	0	3	33	0	23	0	0	11	3	15	1	0	0	1	0	1	0	0	1	0	1	0	1	6	0	62408	99	55378	878	4486	6508	200	639582	4996	34	25220	6603	2335	33683	17936	140242	218876	152	20	211	28911	1	0	0	0	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	3	1	0	2	0	0	1	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	18	5	5	1	11	1	8	0	6	0	2	0	7	2	2	1	8	0	6	1	0	0	0	0	1	0	16	2	37	0	126	1	1	0	7	1	0	0	2	0	40	1	11	1	6	0	5	1	8	0	8	4	1	0	0	0	10	1
sk__Bacteria;k__;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_genomosp._C1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	6	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_profusa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	1	0	0	0	5182	0	0	2	38	0	0	0	80	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_scatoligenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_sp._1832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_sp._D6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
